species_id,species_name,n,n_pos,n_pred_pos,n_neg,prevalence,tp,recall,precision,recall_bs_mean,recall_ci_lo,recall_ci_hi,recall_ci_width,B,attr,model
199,Winter Wren,30,26,29,4,0.8666666666666667,25,0.9615384615384616,0.8620689655172413,0.9624141139137392,0.9166666666666666,1.0,0.08333333333333337,100,has_bill_shape::all-purpose,baseline
175,Pine Warbler,30,25,30,5,0.8333333333333334,25,1.0,0.8333333333333334,1.0,1.0,1.0,0.0,100,has_bill_shape::all-purpose,baseline
174,Palm Warbler,30,26,29,4,0.8666666666666667,25,0.9615384615384616,0.8620689655172413,0.9601551776614745,0.8518518518518519,1.0,0.14814814814814814,100,has_bill_shape::all-purpose,baseline
173,Orange crowned Warbler,30,23,29,7,0.7666666666666667,22,0.9565217391304348,0.7586206896551724,0.9576684995424901,0.8695652173913043,1.0,0.13043478260869568,100,has_bill_shape::all-purpose,baseline
158,Bay breasted Warbler,30,21,28,9,0.7,19,0.9047619047619048,0.6785714285714286,0.9145049153363799,0.756985294117647,1.0,0.24301470588235297,100,has_bill_shape::all-purpose,baseline
146,Forsters Tern,30,5,0,25,0.16666666666666666,0,0.0,,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
147,Least Tern,30,4,4,26,0.13333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
148,Green tailed Towhee,30,6,14,24,0.2,2,0.3333333333333333,0.14285714285714285,0.3615238095238096,0.0,0.8,0.8,100,has_bill_shape::all-purpose,baseline
150,Sage Thrasher,30,29,26,1,0.9666666666666667,26,0.896551724137931,1.0,0.9022630696251387,0.8,1.0,0.19999999999999996,100,has_bill_shape::all-purpose,baseline
152,Blue headed Vireo,30,18,27,12,0.6,15,0.8333333333333334,0.5555555555555556,0.8492315181034995,0.717,1.0,0.28300000000000003,100,has_bill_shape::all-purpose,baseline
154,Red eyed Vireo,30,26,27,4,0.8666666666666667,24,0.9230769230769231,0.8888888888888888,0.9195957008203635,0.781547619047619,1.0,0.21845238095238095,100,has_bill_shape::all-purpose,baseline
155,Warbling Vireo,30,24,29,6,0.8,23,0.9583333333333334,0.7931034482758621,0.9606561683360784,0.8842222222222222,1.0,0.11577777777777776,100,has_bill_shape::all-purpose,baseline
156,White eyed Vireo,30,21,29,9,0.7,20,0.9523809523809523,0.6896551724137931,0.9512895699037307,0.85,1.0,0.15000000000000002,100,has_bill_shape::all-purpose,baseline
159,Black and white Warbler,30,26,29,4,0.8666666666666667,25,0.9615384615384616,0.8620689655172413,0.9606229571527922,0.8846153846153846,1.0,0.11538461538461542,100,has_bill_shape::all-purpose,baseline
172,Nashville Warbler,30,23,29,7,0.7666666666666667,22,0.9565217391304348,0.7586206896551724,0.951922991916127,0.854458041958042,1.0,0.14554195804195802,100,has_bill_shape::all-purpose,baseline
161,Blue winged Warbler,30,21,29,9,0.7,20,0.9523809523809523,0.6896551724137931,0.9484344066606282,0.84475,1.0,0.15525,100,has_bill_shape::all-purpose,baseline
162,Canada Warbler,30,18,30,12,0.6,18,1.0,0.6,1.0,1.0,1.0,0.0,100,has_bill_shape::all-purpose,baseline
163,Cape May Warbler,30,27,27,3,0.9,24,0.8888888888888888,0.8888888888888888,0.8991180224600764,0.7451388888888889,0.9841666666666664,0.2390277777777775,100,has_bill_shape::all-purpose,baseline
164,Cerulean Warbler,30,23,28,7,0.7666666666666667,21,0.9130434782608695,0.75,0.9157454222913235,0.8,1.0,0.19999999999999996,100,has_bill_shape::all-purpose,baseline
165,Chestnut sided Warbler,30,19,18,11,0.6333333333333333,8,0.42105263157894735,0.4444444444444444,0.4317547064738106,0.17375000000000002,0.6682904411764703,0.4945404411764703,100,has_bill_shape::all-purpose,baseline
167,Hooded Warbler,30,23,28,7,0.7666666666666667,22,0.9565217391304348,0.7857142857142857,0.95116080196008,0.8695652173913043,1.0,0.13043478260869568,100,has_bill_shape::all-purpose,baseline
170,Mourning Warbler,30,18,29,12,0.6,17,0.9444444444444444,0.5862068965517241,0.9438612409236415,0.8281862745098039,1.0,0.17181372549019613,100,has_bill_shape::all-purpose,baseline
171,Myrtle Warbler,30,19,27,11,0.6333333333333333,18,0.9473684210526315,0.6666666666666666,0.9452789334414856,0.8045238095238095,1.0,0.19547619047619047,100,has_bill_shape::all-purpose,baseline
91,Mockingbird,30,19,26,11,0.6333333333333333,17,0.8947368421052632,0.6538461538461539,0.8997560084682072,0.75,1.0,0.25,100,has_bill_shape::all-purpose,baseline
200,Common Yellowthroat,30,25,24,5,0.8333333333333334,19,0.76,0.7916666666666666,0.7655984443315027,0.5843660968660969,0.92,0.3356339031339032,100,has_bill_shape::all-purpose,baseline
89,Hooded Merganser,30,3,3,27,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
26,Bronzed Cowbird,30,15,19,15,0.5,9,0.6,0.47368421052631576,0.594493927555073,0.3198717948717949,0.878860294117647,0.558988499245852,100,has_bill_shape::all-purpose,baseline
61,Heermann Gull,30,4,3,26,0.13333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
59,California Gull,30,2,3,28,0.06666666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
25,Pelagic Cormorant,30,0,2,30,0.0,0,,0.0,,,,,100,has_bill_shape::all-purpose,baseline
57,Rose breasted Grosbeak,30,1,8,29,0.03333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
56,Pine Grosbeak,30,4,11,26,0.13333333333333333,1,0.25,0.09090909090909091,0.28854761904761905,0.0,1.0,1.0,100,has_bill_shape::all-purpose,baseline
55,Evening Grosbeak,30,2,22,28,0.06666666666666667,1,0.5,0.045454545454545456,0.5202255639097745,0.0,1.0,1.0,100,has_bill_shape::all-purpose,baseline
54,Blue Grosbeak,30,2,16,28,0.06666666666666667,1,0.5,0.0625,0.43532212885154065,0.0,1.0,1.0,100,has_bill_shape::all-purpose,baseline
53,Western Grebe,30,0,0,30,0.0,0,,,,,,,100,has_bill_shape::all-purpose,baseline
52,Pied billed Grebe,30,6,3,24,0.2,1,0.16666666666666666,0.3333333333333333,0.15177716727716728,0.0,0.5,0.5,100,has_bill_shape::all-purpose,baseline
51,Horned Grebe,30,12,0,18,0.4,0,0.0,,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
50,Eared Grebe,30,10,0,20,0.3333333333333333,0,0.0,,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
49,Boat tailed Grackle,30,16,26,14,0.5333333333333333,15,0.9375,0.5769230769230769,0.9307313556195977,0.7897836538461539,1.0,0.2102163461538461,100,has_bill_shape::all-purpose,baseline
48,European Goldfinch,30,6,2,24,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
47,American Goldfinch,30,1,18,29,0.03333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
63,Ivory Gull,30,12,14,18,0.4,7,0.5833333333333334,0.5,0.5882515901710947,0.34464285714285714,0.8553030303030297,0.5106601731601725,100,has_bill_shape::all-purpose,baseline
46,Gadwall,30,0,1,30,0.0,0,,0.0,,,,,100,has_bill_shape::all-purpose,baseline
45,Northern Fulmar,30,7,4,23,0.23333333333333334,1,0.14285714285714285,0.25,0.14738347763347762,0.0,0.5,0.5,100,has_bill_shape::all-purpose,baseline
44,Frigatebird,30,1,0,29,0.03333333333333333,0,0.0,,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
88,Western Meadowlark,30,13,21,17,0.43333333333333335,8,0.6153846153846154,0.38095238095238093,0.6100445460542209,0.3333333333333333,0.8612980769230767,0.5279647435897434,100,has_bill_shape::all-purpose,baseline
42,Vermilion Flycatcher,30,24,13,6,0.8,11,0.4583333333333333,0.8461538461538461,0.47089143928310084,0.22891304347826089,0.6597826086956521,0.43086956521739117,100,has_bill_shape::all-purpose,baseline
41,Scissor tailed Flycatcher,30,20,7,10,0.6666666666666666,4,0.2,0.5714285714285714,0.19315894814268753,0.022619047619047622,0.36764705882352916,0.34502801120448157,100,has_bill_shape::all-purpose,baseline
27,Shiny Cowbird,30,17,23,13,0.5666666666666667,14,0.8235294117647058,0.6086956521739131,0.820704896403308,0.6088235294117647,0.9773809523809519,0.36855742296918725,100,has_bill_shape::all-purpose,baseline
40,Olive sided Flycatcher,30,24,25,6,0.8,19,0.7916666666666666,0.76,0.8005750965289157,0.673,0.939173913043478,0.2661739130434779,100,has_bill_shape::all-purpose,baseline
38,Great Crested Flycatcher,30,26,29,4,0.8666666666666667,25,0.9615384615384616,0.8620689655172413,0.9597256750246258,0.8821923076923077,1.0,0.11780769230769228,100,has_bill_shape::all-purpose,baseline
